,year,doy,month,rainy_day,total_rain,tavg,tmin_avg,tmax_avg,tavg_10_30_between_sum,humid_avg,wind_avg,sunhours_sum,radn_sum,rain_more_10,rain_more_30,rain_more_50,rain_more_70,rain_more_90,rain_more_110,tavg_less_5_count,tavg_less_5_sum,tavg_less_10_count,tavg_less_10_sum,tavg_more_15_count,tavg_more_15_sum,tavg_more_20_count,tavg_more_20_sum,tavg_more_25_count,tavg_more_25_sum,tavg_more_30_count,tavg_more_30_sum,tavg_more_35_count,tavg_more_35_sum,tavg_more_40_count,tavg_more_40_sum
0,1984,1,1,0,0.0,-3.583870967741935,-9.919354838709678,3.167741935483872,0.0,43.99999999999999,2.1258064516129034,188.5,237.13700000000003,0,0,0,0,0,0,31,-111.1,31,-111.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1984,32,2,2,7.5,-1.8413793103448277,-8.082758620689656,5.382758620689656,0.0,45.772413793103446,2.3310344827586205,191.99999999999997,230.29,0,0,0,0,0,0,29,-53.400000000000006,29,-53.400000000000006,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2,1984,61,3,5,13.700000000000001,3.9225806451612906,-2.509677419354839,10.854838709677422,22.5,52.206451612903216,2.016129032258065,224.09999999999997,260.69999999999993,0,0,0,0,0,0,18,28.999999999999996,29,99.10000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3,1984,92,4,12,108.5,11.3,4.983333333333334,18.27,250.9,67.53,1.5133333333333334,183.8,229.258,2,1,1,0,0,0,1,5.0,12,88.10000000000001,5,87.5,1,21.2,0,0.0,0,0.0,0,0.0,0,0.0
4,1984,122,5,4,103.7,16.990322580645163,9.735483870967743,25.26129032258065,526.7,63.73870967741936,1.1129032258064515,264.79999999999995,289.445,2,2,1,0,0,0,0,0.0,0,0.0,22,402.40000000000003,8,167.79999999999998,0,0.0,0,0.0,0,0.0,0,0.0
5,1984,153,6,10,124.49999999999999,21.773333333333333,17.11333333333333,27.570000000000004,653.2,74.22333333333333,1.1066666666666665,192.40000000000003,235.00600000000003,3,2,1,0,0,0,0,0.0,0,0.0,30,653.2,28,617.1,0,0.0,0,0.0,0,0.0,0,0.0
6,1984,183,7,9,228.0,24.954838709677418,21.151612903225804,29.56451612903226,773.5999999999999,79.15806451612904,0.9935483870967741,197.10000000000005,243.01000000000005,7,2,2,0,0,0,0,0.0,0,0.0,31,773.5999999999999,31,773.5999999999999,16,432.4,0,0.0,0,0.0,0,0.0
7,1984,214,8,7,172.0,27.048387096774192,22.81935483870968,32.5741935483871,808.1,78.58709677419354,0.7838709677419357,211.79999999999995,251.16899999999998,5,3,1,0,0,0,0,0.0,0,0.0,31,838.5,31,838.5,27,744.1999999999999,2,60.4,0,0.0,0,0.0
8,1984,245,9,7,208.8,19.706666666666667,14.900000000000002,26.09333333333333,591.2,78.46333333333332,0.6133333333333334,166.3,217.63599999999997,3,2,1,1,1,1,0,0.0,0,0.0,30,591.2,11,240.49999999999997,2,51.900000000000006,0,0.0,0,0.0,0,0.0
9,1984,275,10,3,13.7,13.016129032258064,6.46774193548387,21.177419354838708,368.3,64.38387096774193,1.1290322580645158,234.60000000000002,268.74,1,0,0,0,0,0,0,0.0,4,35.199999999999996,7,117.00000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10,1984,306,11,5,58.7,7.879999999999999,1.89,15.496666666666666,105.8,69.35666666666665,0.8866666666666666,162.1,213.692,2,1,0,0,0,0,8,30.799999999999997,22,140.59999999999997,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
11,1984,336,12,4,2.2,0.9129032258064519,-3.774193548387097,6.732258064516127,10.5,61.777419354838706,1.964516129032258,138.09999999999997,201.74900000000002,0,0,0,0,0,0,27,-4.200000000000004,30,17.800000000000008,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
12,1985,1,1,0,0.0,-3.4677419354838706,-9.612903225806452,3.7483870967741932,0.0,49.37096774193548,2.2419354838709675,196.99999999999994,242.40300000000002,0,0,0,0,0,0,31,-107.49999999999999,31,-107.49999999999999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
13,1985,32,2,8,25.8,1.217857142857143,-3.4857142857142867,6.789285714285714,0.0,60.560714285714276,2.1785714285714284,136.7,188.62100000000004,1,0,0,0,0,0,26,23.499999999999996,28,34.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
14,1985,60,3,8,64.7,5.6322580645161295,0.8193548387096775,11.261290322580646,20.4,61.80967741935483,1.896774193548387,183.70000000000005,234.227,2,0,0,0,0,0,13,45.5,29,154.20000000000002,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
15,1985,91,4,6,63.0,12.389999999999999,5.056666666666666,20.11,308.79999999999995,58.25,1.6266666666666671,218.5,253.98700000000002,2,1,0,0,0,0,0,0.0,7,62.9,6,100.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
